Company_Name,DUNS_Num,CIK_Num,Year_x,Funding_Type,Funding_Amt,Funding_Source,HC_Status,HC_Maturity,HC_Section,HC_Phase
"Martinez, Leonard and Cruz",827811626,1648827,2021,Series A,816752,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Conway LLC,827811626,1648827,1977,Series D,600092,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Davis, Benjamin and Williams",827811626,1648827,2007,Government Award,524505,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Peterson Ltd,827811626,1648827,2010,Government Award,534307,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Henry-Rasmussen,827811626,1648827,2020,Series E,772827,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Barber, Wallace and King",827811626,1648827,1980,Series C,406236,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Li Inc,827811626,1648827,1985,Series D,761634,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Carpenter Group,827811626,1648827,2014,Seed,961696,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Mitchell-White,827811626,1648827,1993,Series D,91653,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Berger, Esparza and Collins",827811626,1648827,1971,Series F,670973,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Young-Ray,827811626,1648827,2015,Series A,77435,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Miller-Travis,827811626,1648827,2010,Series C,283652,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Wells, Hunter and Lucero",827811626,1648827,1974,Series A,408432,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Powell PLC,827811626,1648827,2004,Series E,414676,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Adams-Bell,827811626,1648827,1982,Seed,295589,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Ward-Davis,827811626,1648827,1978,Series E,95812,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Daniels PLC,827811626,1648827,2000,Series B,981427,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Kidd Group,827811626,1648827,1984,Series E,605404,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Jackson-Kemp,827811626,1648827,1980,Series A,287813,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Williams-Becker,827811626,1648827,1981,Series E,845759,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Smith, Duncan and Pearson",827811626,1648827,1975,Series D,216162,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Green-Mullen,827811626,1648827,1972,Series E,581323,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Brown, Bullock and Jones",827811626,1648827,1979,Series F,104501,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Cook-Costa,827811626,1648827,1994,Series E,789422,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Simmons, Barnes and Nelson",827811626,1648827,1975,Series C,910432,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Perry-Moore,827811626,1648827,2020,Series B,644931,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Mcdonald LLC,827811626,1648827,2017,Series B,464043,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Baird-Dyer,827811626,1648827,2020,Seed,959386,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Blankenship Group,827811626,1648827,2011,Government Award,768890,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Johnson-Garrett,827811626,1648827,2017,Series B,283703,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Russo-Freeman,827811626,1648827,2011,Series A,233091,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Graves, Miller and Barker",827811626,1648827,2007,Series A,942925,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Bell Inc,827811626,1648827,2015,Seed,742346,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Foley, Zavala and Newton",827811626,1648827,1976,Government Award,514132,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Murillo-Brewer,827811626,1648827,1987,Series C,26986,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Fields and Sons,827811626,1648827,1979,Seed,352359,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Bryan Ltd,827811626,1648827,1999,Series E,679954,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Ewing LLC,827811626,1648827,1993,Series F,245123,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Washington, Hill and Houston",827811626,1648827,1973,Series E,748071,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Baldwin-Diaz,827811626,1648827,1976,Series A,582125,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Carpenter-Harris,827811626,1648827,1984,Series B,19604,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Velasquez-Graham,827811626,1648827,1989,Government Award,756478,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Lane, Davis and Wright",827811626,1648827,1999,Series E,522055,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Archer Group,827811626,1648827,2020,Series E,617594,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Brown, Silva and Smith",827811626,1648827,2014,Series F,52181,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Strickland-White,827811626,1648827,2017,Series D,317537,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Bailey, Banks and Harvey",827811626,1648827,2017,Seed,549441,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Jones, Mooney and Mckenzie",827811626,1648827,1982,Series D,926313,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Adkins Ltd,827811626,1648827,2015,Series F,770071,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Salazar, Singh and Woods",827811626,1648827,1992,Series C,468783,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Jones, Collins and Walker",827811626,1648827,1981,Series D,527760,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Mckenzie Inc,827811626,1648827,1985,Series D,166652,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Pennington Ltd,827811626,1648827,2021,Series F,399003,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Curtis Ltd,827811626,1648827,1974,Series A,755037,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Evans-Jones,827811626,1648827,2012,Series C,210196,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Sullivan-Burnett,827811626,1648827,2010,Series D,296034,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Griffin PLC,827811626,1648827,1993,Series C,80038,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hines PLC,827811626,1648827,1998,Series F,956042,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Rivera-Bowman,827811626,1648827,1977,Series C,618737,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Proctor PLC,827811626,1648827,1993,Series E,995569,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Larsen-Williams,827811626,1648827,2018,Series F,542445,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Edwards, Duke and Gonzalez",827811626,1648827,2019,Seed,930895,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Simmons, Alexander and Vasquez",827811626,1648827,2007,Series D,196092,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Nichols Group,827811626,1648827,2008,Series A,668188,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Buckley, Carlson and Welch",827811626,1648827,1978,Series E,921251,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hancock Inc,827811626,1648827,2012,Series E,753236,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Bowman, Dunn and Hughes",827811626,1648827,1995,Series A,274458,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Medina-Beard,827811626,1648827,2017,Government Award,132039,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Spencer Ltd,827811626,1648827,1972,Government Award,894247,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Marshall-Brown,827811626,1648827,2002,Series D,674741,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Morales, Allen and Obrien",827811626,1648827,2013,Series E,462848,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Hunt, Nielsen and Parker",827811626,1648827,1985,Seed,319010,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Carpenter-Levine,827811626,1648827,2006,Series A,823091,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Case, Moore and Smith",827811626,1648827,2011,Series A,488930,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Hughes Ltd,827811626,1648827,1987,Series E,833107,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Clark PLC,827811626,1648827,1988,Series A,618105,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Burke, Price and Fox",827811626,1648827,1975,Series A,199316,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Carroll Inc,827811626,1648827,2019,Series E,16068,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Parsons PLC,827811626,1648827,1983,Series A,854843,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Doyle-Fisher,827811626,1648827,1984,Government Award,788968,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Hunter-Cox,827811626,1648827,2000,Government Award,135551,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Klein PLC,827811626,1648827,1980,Series E,942169,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Jones-Ingram,827811626,1648827,1993,Government Award,262916,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Henderson, Webb and Hartman",827811626,1648827,2007,Seed,670415,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Hooper LLC,827811626,1648827,1976,Series E,654155,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Parker-Santiago,827811626,1648827,2021,Series E,322183,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Harrison and Sons,827811626,1648827,2002,Seed,512115,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Griffin, Harrison and Bates",827811626,1648827,1998,Series F,178751,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Montgomery, Hernandez and Alexander",827811626,1648827,1971,Series E,401254,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Alvarez-Hartman,827811626,1648827,1989,Seed,132990,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Yang-Moore,827811626,1648827,1974,Series F,699244,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Higgins-Gregory,827811626,1648827,1980,Series F,469917,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Bell-Mccoy,827811626,1648827,2019,Series C,529895,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Velez Group,827811626,1648827,1993,Series D,918246,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hogan Inc,827811626,1648827,1998,Series C,956504,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Sullivan PLC,827811626,1648827,1990,Series D,751665,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Allen, Duncan and Mccarty",827811626,1648827,2017,Series A,792514,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Knox-Harmon,827811626,1648827,1972,Seed,989085,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Lewis, Olson and Cole",827811626,1648827,1995,Series A,450355,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Sanchez LLC,827811626,1648827,2002,Seed,701491,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Lee Ltd,827811626,1648827,1971,Seed,910466,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Rhodes Inc,827811626,1648827,2007,Series B,580521,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hubbard Ltd,827811626,1648827,1977,Series B,367730,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
White-Kemp,827811626,1648827,2021,Series E,509601,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Lopez-Gonzales,827811626,1648827,1978,Series D,793062,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Brown, Hays and Horton",827811626,1648827,1986,Government Award,896299,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Bryant, Washington and Valenzuela",827811626,1648827,1974,Seed,452952,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Mejia, Mcclure and Mccall",827811626,1648827,1990,Government Award,387151,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Gould, Boyd and Cohen",827811626,1648827,1978,Series F,991491,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Vazquez Group,827811626,1648827,2003,Series B,598518,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Stanley-Moore,827811626,1648827,2002,Series B,433997,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hall PLC,827811626,1648827,1985,Government Award,949404,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Rios Ltd,827811626,1648827,2008,Series D,403362,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Jones-Pierce,827811626,1648827,2019,Series D,866614,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Schmitt-Hanson,827811626,1648827,2011,Government Award,412186,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Maddox-Johnson,827811626,1648827,1995,Series A,785926,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Smith, Montes and Rios",827811626,1648827,1980,Series C,533131,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
King LLC,827811626,1648827,2015,Series F,224519,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Cisneros, Jordan and Jenkins",827811626,1648827,2021,Series F,684892,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Arellano, Hansen and Martinez",827811626,1648827,1971,Government Award,430693,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Maxwell, White and Valdez",827811626,1648827,1972,Seed,981452,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Nelson Inc,827811626,1648827,2021,Series B,87352,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Perkins and Sons,827811626,1648827,1978,Series E,817428,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Todd-Cox,827811626,1648827,2014,Series A,760749,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Suarez Ltd,827811626,1648827,2018,Series B,837921,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Dominguez and Sons,827811626,1648827,1985,Series D,898165,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Paul-Boone,827811626,1648827,1984,Government Award,669256,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Sherman, Acosta and Leonard",827811626,1648827,2015,Series F,658929,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Harvey-Daniel,827811626,1648827,2012,Series A,831310,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Jackson, Farrell and Johnson",827811626,1648827,2005,Series C,609127,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Holmes-Hall,827811626,1648827,2015,Series E,130960,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Chambers Ltd,827811626,1648827,2020,Series D,93046,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Hampton, Erickson and Bailey",827811626,1648827,1986,Series F,956430,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Wilkerson-Armstrong,827811626,1648827,2000,Series A,551619,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Pitts LLC,827811626,1648827,1988,Seed,290949,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Thomas and Sons,827811626,1648827,1975,Series E,213636,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Ramirez, Roman and Ruiz",827811626,1648827,1972,Series E,708934,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Cruz-Warren,827811626,1648827,2017,Series C,705683,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Burns LLC,827811626,1648827,1993,Series C,871007,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Yates-Bartlett,827811626,1648827,2021,Series C,782486,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Mccoy Group,827811626,1648827,2012,Government Award,494943,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Harris, Larson and Barrera",827811626,1648827,1992,Series D,383857,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Mills, Smith and Cox",827811626,1648827,2013,Government Award,176863,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Cohen-Lewis,827811626,1648827,2016,Government Award,306055,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Palmer Group,827811626,1648827,2015,Series C,502665,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hawkins Ltd,827811626,1648827,1974,Government Award,199259,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Burns Ltd,827811626,1648827,2004,Series A,467139,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Davis-Reese,827811626,1648827,1995,Seed,522383,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Allen and Sons,827811626,1648827,1989,Series A,550247,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Dunn, Romero and Shelton",827811626,1648827,2002,Series D,605784,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Phillips-Long,827811626,1648827,1983,Series F,960779,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Hernandez, Bates and Walters",827811626,1648827,2016,Series A,126215,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Reed, Roberts and Fitzgerald",827811626,1648827,2001,Series A,240795,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Ramirez, Harris and Mccarty",827811626,1648827,1984,Series F,816254,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Schwartz-Gonzales,827811626,1648827,1992,Series C,86393,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Alexander, Sellers and Cervantes",827811626,1648827,1981,Series C,336371,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Johnson-Anderson,827811626,1648827,2011,Seed,967556,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Ray and Sons,827811626,1648827,2013,Series B,619310,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Trevino, Watkins and Williamson",827811626,1648827,2004,Series E,217449,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Turner Inc,827811626,1648827,2020,Series B,80262,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Martinez-Perry,827811626,1648827,1997,Series B,182107,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Orozco, Bell and Martinez",827811626,1648827,2019,Series E,174068,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Thomas PLC,827811626,1648827,1971,Seed,212387,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Green, Jimenez and Hill",827811626,1648827,2011,Series A,958951,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Reynolds, Solis and Hernandez",827811626,1648827,1990,Government Award,122118,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Rubio PLC,827811626,1648827,1978,Government Award,711506,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Hall-Maldonado,827811626,1648827,1994,Series F,905901,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Mcguire, Powell and Reynolds",827811626,1648827,1998,Series E,75979,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Callahan-Warren,827811626,1648827,1981,Government Award,561354,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Russo-Watkins,827811626,1648827,1992,Series A,462003,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Webster, Ramirez and Long",827811626,1648827,1973,Series B,145380,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Sexton, Simpson and Martinez",827811626,1648827,2016,Series F,627951,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Edwards, Simpson and Coleman",827811626,1648827,2015,Series B,987408,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Moore-Davies,827811626,1648827,2010,Series E,773873,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Grant PLC,827811626,1648827,1985,Series D,194245,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Johnson-Townsend,827811626,1648827,1979,Series D,802543,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Russell-Graham,827811626,1648827,1996,Series F,564502,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Freeman PLC,827811626,1648827,1995,Government Award,58760,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Harris-Alvarado,827811626,1648827,2017,Series F,551484,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Black, Moore and Houston",827811626,1648827,1970,Government Award,707116,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Nelson Ltd,827811626,1648827,2018,Series B,2885,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Williamson-Johnson,827811626,1648827,1992,Seed,231115,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Campbell Inc,827811626,1648827,1975,Government Award,557437,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Hall Inc,827811626,1648827,1985,Seed,164582,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Green, Monroe and Mendez",827811626,1648827,2012,Series E,951415,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Baker-Price,827811626,1648827,1987,Series B,832280,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Vazquez, Baker and Adkins",827811626,1648827,1994,Series B,78380,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Wilson, Beard and Montoya",827811626,1648827,2003,Series B,643447,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
